last4ccnum,timestamp_purchase,location,car_id,start_time_visit,end_time_visit,geometry
9617,2014-01-18 19:20:00,Roberts and Sons,4,2014-01-18 18:31:57,2014-01-18 19:49:01,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))"
7688,2014-01-18 19:46:00,Roberts and Sons,4,2014-01-18 18:31:57,2014-01-18 19:49:01,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))"
8156,2014-01-19 12:41:00,Desafio Golf Course,4,2014-01-19 12:36:05,2014-01-19 16:01:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
7688,2014-01-19 12:57:00,Desafio Golf Course,4,2014-01-19 12:36:05,2014-01-19 16:01:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
8332,2014-01-19 13:51:00,Desafio Golf Course,4,2014-01-19 12:36:05,2014-01-19 16:01:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
2463,2014-01-19 15:15:00,Desafio Golf Course,4,2014-01-19 12:36:05,2014-01-19 16:01:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
5010,2014-01-19 15:46:00,Desafio Golf Course,4,2014-01-19 12:36:05,2014-01-19 16:01:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
2540,2014-01-06 13:22:00,Ouzeri Elian,19,2014-01-06 12:00:01,2014-01-06 13:53:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6816,2014-01-06 13:37:00,Ouzeri Elian,19,2014-01-06 12:00:01,2014-01-06 13:53:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-06 13:42:00,Ouzeri Elian,19,2014-01-06 12:00:01,2014-01-06 13:53:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
5368,2014-01-06 13:48:00,Ouzeri Elian,19,2014-01-06 12:00:01,2014-01-06 13:53:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
5921,2014-01-06 13:48:00,Ouzeri Elian,19,2014-01-06 12:00:01,2014-01-06 13:53:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,19,2014-01-06 19:24:53,2014-01-06 20:34:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
2142,2014-01-07 13:29:00,Ouzeri Elian,19,2014-01-07 12:07:05,2014-01-07 13:40:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
4948,2014-01-07 13:32:00,Ouzeri Elian,19,2014-01-07 12:07:05,2014-01-07 13:40:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-07 13:34:00,Ouzeri Elian,19,2014-01-07 12:07:05,2014-01-07 13:40:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,19,2014-01-14 19:35:01,2014-01-14 21:09:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,19,2014-01-14 19:35:01,2014-01-14 21:09:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-15 20:46:00,Albert's Fine Clothing,19,2014-01-15 19:53:01,2014-01-15 21:12:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,19,2014-01-16 19:20:53,2014-01-16 20:46:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7819,2014-01-16 20:25:00,Albert's Fine Clothing,19,2014-01-16 19:20:53,2014-01-16 20:46:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
6895,2014-01-18 13:18:00,Ouzeri Elian,19,2014-01-18 12:48:32,2014-01-18 13:20:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,19,2014-01-18 18:24:53,2014-01-18 19:37:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,10,2014-01-06 19:54:01,2014-01-06 21:57:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
4434,2014-01-06 21:03:00,Albert's Fine Clothing,10,2014-01-06 19:54:01,2014-01-06 21:57:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,10,2014-01-07 19:55:01,2014-01-07 21:56:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,10,2014-01-07 19:55:01,2014-01-07 21:56:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9635,2014-01-08 20:45:00,Albert's Fine Clothing,10,2014-01-08 19:45:01,2014-01-08 20:56:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8332,2014-01-09 12:59:00,Ouzeri Elian,10,2014-01-09 12:15:05,2014-01-09 13:03:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-10 20:11:00,Albert's Fine Clothing,10,2014-01-10 19:50:01,2014-01-10 20:54:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8156,2014-01-11 19:27:00,Albert's Fine Clothing,10,2014-01-11 18:21:45,2014-01-11 19:53:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8332,2014-01-12 13:03:00,Ouzeri Elian,10,2014-01-12 12:44:56,2014-01-12 13:04:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
2463,2014-01-12 13:45:00,Desafio Golf Course,10,2014-01-12 13:26:35,2014-01-12 16:12:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
7688,2014-01-12 14:13:00,Desafio Golf Course,10,2014-01-12 13:26:35,2014-01-12 16:12:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
8332,2014-01-12 14:14:00,Desafio Golf Course,10,2014-01-12 13:26:35,2014-01-12 16:12:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
7688,2014-01-13 20:35:00,Albert's Fine Clothing,10,2014-01-13 19:32:45,2014-01-13 21:19:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
1321,2014-01-13 20:42:00,Albert's Fine Clothing,10,2014-01-13 19:32:45,2014-01-13 21:19:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,10,2014-01-14 19:33:45,2014-01-14 20:53:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,10,2014-01-14 19:33:45,2014-01-14 20:53:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,10,2014-01-16 19:33:45,2014-01-16 21:04:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7819,2014-01-16 20:25:00,Albert's Fine Clothing,10,2014-01-16 19:33:45,2014-01-16 21:04:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,10,2014-01-18 18:21:45,2014-01-18 19:47:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8156,2014-01-19 12:41:00,Desafio Golf Course,10,2014-01-19 12:39:39,2014-01-19 16:02:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
7688,2014-01-19 12:57:00,Desafio Golf Course,10,2014-01-19 12:39:39,2014-01-19 16:02:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
8332,2014-01-19 13:51:00,Desafio Golf Course,10,2014-01-19 12:39:39,2014-01-19 16:02:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
2463,2014-01-19 15:15:00,Desafio Golf Course,10,2014-01-19 12:39:39,2014-01-19 16:02:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
5010,2014-01-19 15:46:00,Desafio Golf Course,10,2014-01-19 12:39:39,2014-01-19 16:02:01,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))"
2540,2014-01-06 13:22:00,Ouzeri Elian,7,2014-01-06 11:48:05,2014-01-06 13:30:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,7,2014-01-07 19:24:42,2014-01-07 21:07:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,7,2014-01-07 19:24:42,2014-01-07 21:07:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
2540,2014-01-08 12:56:00,Chostus Hotel,7,2014-01-08 11:17:07,2014-01-08 13:01:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
9683,2014-01-10 13:08:00,Chostus Hotel,7,2014-01-10 11:10:01,2014-01-10 13:13:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
2540,2014-01-10 13:11:00,Chostus Hotel,7,2014-01-10 11:10:01,2014-01-10 13:13:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
1877,2014-01-12 19:58:00,Albert's Fine Clothing,7,2014-01-12 17:59:42,2014-01-12 20:19:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
2540,2014-01-14 13:17:00,Chostus Hotel,7,2014-01-14 11:20:07,2014-01-14 13:20:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,7,2014-01-14 19:43:01,2014-01-14 21:42:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,7,2014-01-14 19:43:01,2014-01-14 21:42:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9683,2014-01-17 13:49:00,Chostus Hotel,7,2014-01-17 11:34:57,2014-01-17 14:00:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
2540,2014-01-17 13:54:00,Chostus Hotel,7,2014-01-17 11:34:57,2014-01-17 14:00:01,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))"
1321,2014-01-17 19:44:00,Albert's Fine Clothing,7,2014-01-17 19:27:42,2014-01-17 20:06:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,11,2014-01-06 18:32:44,2014-01-06 20:29:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
2142,2014-01-07 13:29:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
4948,2014-01-07 13:32:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-07 13:34:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
5368,2014-01-07 13:42:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
8411,2014-01-07 13:50:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
1321,2014-01-07 13:56:00,Ouzeri Elian,11,2014-01-07 12:06:05,2014-01-07 13:59:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,11,2014-01-07 19:14:44,2014-01-07 20:35:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,11,2014-01-07 19:14:44,2014-01-07 20:35:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
7253,2014-01-15 13:10:00,Ouzeri Elian,11,2014-01-15 11:59:05,2014-01-15 13:37:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
3484,2014-01-15 13:22:00,Ouzeri Elian,11,2014-01-15 11:59:05,2014-01-15 13:37:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
1321,2014-01-15 13:31:00,Ouzeri Elian,11,2014-01-15 11:59:05,2014-01-15 13:37:01,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,11,2014-01-16 18:32:44,2014-01-16 20:23:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,11,2014-01-18 18:35:44,2014-01-18 19:23:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,32,2014-01-06 20:12:01,2014-01-06 21:15:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
4434,2014-01-06 21:03:00,Albert's Fine Clothing,32,2014-01-06 20:12:01,2014-01-06 21:15:01,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))"
