last4ccnum,timestamp_purchase,name_location,car_id,start_time_visit,end_time_visit,geometry
6895,2014-01-18 15:20:00,Albert's Fine Clothing,19,2014-01-18 13:27:23,2014-01-18 15:31:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,19,2014-01-18 18:24:53,2014-01-18 19:37:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-19 15:03:00,General Grocer,19,2014-01-19 13:11:32,2014-01-19 15:15:01,"POLYGON ((24.856 36.05875, 24.861 36.05875, 24.861 36.064, 24.856 36.064, 24.856 36.05875))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,10,2014-01-06 19:54:01,2014-01-06 21:57:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
4434,2014-01-06 21:03:00,Albert's Fine Clothing,10,2014-01-06 19:54:01,2014-01-06 21:57:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,10,2014-01-07 19:55:01,2014-01-07 21:56:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,10,2014-01-07 19:55:01,2014-01-07 21:56:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9635,2014-01-08 20:45:00,Albert's Fine Clothing,10,2014-01-08 19:45:01,2014-01-08 20:56:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-09 20:21:00,Albert's Fine Clothing,10,2014-01-09 19:45:09,2014-01-09 21:29:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8332,2014-01-09 21:27:00,Albert's Fine Clothing,10,2014-01-09 19:45:09,2014-01-09 21:29:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-10 20:11:00,Albert's Fine Clothing,10,2014-01-10 19:50:01,2014-01-10 20:54:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-11 19:27:00,Albert's Fine Clothing,10,2014-01-11 18:21:45,2014-01-11 19:53:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7688,2014-01-13 20:35:00,Albert's Fine Clothing,10,2014-01-13 19:32:45,2014-01-13 21:19:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
1321,2014-01-13 20:42:00,Albert's Fine Clothing,10,2014-01-13 19:32:45,2014-01-13 21:19:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,10,2014-01-14 19:33:45,2014-01-14 20:53:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,10,2014-01-14 19:33:45,2014-01-14 20:53:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,10,2014-01-16 19:33:45,2014-01-16 21:04:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7819,2014-01-16 20:25:00,Albert's Fine Clothing,10,2014-01-16 19:33:45,2014-01-16 21:04:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,10,2014-01-18 18:21:45,2014-01-18 19:47:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,7,2014-01-07 19:24:42,2014-01-07 21:07:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,7,2014-01-07 19:24:42,2014-01-07 21:07:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2540,2014-01-08 12:56:00,Chostus Hotel,7,2014-01-08 11:17:07,2014-01-08 13:01:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
9683,2014-01-10 13:08:00,Chostus Hotel,7,2014-01-10 11:10:01,2014-01-10 13:13:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
2540,2014-01-10 13:11:00,Chostus Hotel,7,2014-01-10 11:10:01,2014-01-10 13:13:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
1877,2014-01-12 19:58:00,Albert's Fine Clothing,7,2014-01-12 17:59:42,2014-01-12 20:19:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2540,2014-01-14 13:17:00,Chostus Hotel,7,2014-01-14 11:20:07,2014-01-14 13:20:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,7,2014-01-14 19:43:01,2014-01-14 21:42:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,7,2014-01-14 19:43:01,2014-01-14 21:42:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9683,2014-01-17 13:49:00,Chostus Hotel,7,2014-01-17 11:34:57,2014-01-17 14:00:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
2540,2014-01-17 13:54:00,Chostus Hotel,7,2014-01-17 11:34:57,2014-01-17 14:00:01,"POLYGON ((24.891 36.0685, 24.9 36.0685, 24.9 36.07375, 24.891 36.07375, 24.891 36.0685))"
1321,2014-01-17 19:44:00,Albert's Fine Clothing,7,2014-01-17 19:27:42,2014-01-17 20:06:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2540,2014-01-19 20:02:00,Albert's Fine Clothing,7,2014-01-19 18:29:09,2014-01-19 20:08:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,11,2014-01-06 18:32:44,2014-01-06 20:29:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,11,2014-01-07 19:14:44,2014-01-07 20:35:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,11,2014-01-07 19:14:44,2014-01-07 20:35:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7688,2014-01-13 20:35:00,Albert's Fine Clothing,11,2014-01-13 18:41:09,2014-01-13 20:49:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
1321,2014-01-13 20:42:00,Albert's Fine Clothing,11,2014-01-13 18:41:09,2014-01-13 20:49:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,11,2014-01-16 18:32:44,2014-01-16 20:23:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
1321,2014-01-17 19:44:00,Albert's Fine Clothing,11,2014-01-17 18:25:09,2014-01-17 19:46:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,11,2014-01-18 18:35:44,2014-01-18 19:23:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,32,2014-01-06 20:12:01,2014-01-06 21:15:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
4434,2014-01-06 21:03:00,Albert's Fine Clothing,32,2014-01-06 20:12:01,2014-01-06 21:15:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-07 20:04:00,Albert's Fine Clothing,32,2014-01-07 19:37:02,2014-01-07 20:55:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-07 20:10:00,Albert's Fine Clothing,32,2014-01-07 19:37:02,2014-01-07 20:55:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-09 20:21:00,Albert's Fine Clothing,32,2014-01-09 19:44:02,2014-01-09 21:22:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
6895,2014-01-10 20:11:00,Albert's Fine Clothing,32,2014-01-10 19:30:02,2014-01-10 21:26:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-11 19:27:00,Albert's Fine Clothing,32,2014-01-11 18:09:03,2014-01-11 19:31:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7688,2014-01-13 20:35:00,Albert's Fine Clothing,32,2014-01-13 19:36:02,2014-01-13 21:32:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
1321,2014-01-13 20:42:00,Albert's Fine Clothing,32,2014-01-13 19:36:02,2014-01-13 21:32:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-15 20:46:00,Albert's Fine Clothing,32,2014-01-15 19:39:02,2014-01-15 21:50:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-18 18:59:00,Albert's Fine Clothing,32,2014-01-18 18:11:03,2014-01-18 19:04:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2540,2014-01-19 20:02:00,Albert's Fine Clothing,32,2014-01-19 18:34:41,2014-01-19 20:20:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
4795,2014-01-09 20:19:00,General Grocer,34,2014-01-09 18:54:45,2014-01-09 20:24:01,"POLYGON ((24.856 36.05875, 24.861 36.05875, 24.861 36.064, 24.856 36.064, 24.856 36.05875))"
4795,2014-01-11 16:24:00,Ahaggo Museum,34,2014-01-11 14:18:01,2014-01-11 18:11:01,"POLYGON ((24.873 36.07375, 24.883 36.07375, 24.883 36.07815, 24.873 36.07815, 24.873 36.07375))"
9683,2014-01-11 17:16:00,Ahaggo Museum,34,2014-01-11 14:18:01,2014-01-11 18:11:01,"POLYGON ((24.873 36.07375, 24.883 36.07375, 24.883 36.07815, 24.873 36.07815, 24.873 36.07375))"
8156,2014-01-11 19:27:00,Albert's Fine Clothing,34,2014-01-11 18:15:08,2014-01-11 19:37:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7819,2014-01-15 19:56:00,General Grocer,34,2014-01-15 19:35:45,2014-01-15 21:10:01,"POLYGON ((24.856 36.05875, 24.861 36.05875, 24.861 36.064, 24.856 36.064, 24.856 36.05875))"
9617,2014-01-18 19:20:00,Roberts and Sons,34,2014-01-18 18:24:54,2014-01-18 19:37:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
1286,2014-01-18 14:51:00,Ahaggo Museum,17,2014-01-18 13:35:59,2014-01-18 18:08:01,"POLYGON ((24.873 36.07375, 24.883 36.07375, 24.883 36.07815, 24.873 36.07815, 24.873 36.07375))"
7384,2014-01-18 14:55:00,Ahaggo Museum,17,2014-01-18 13:35:59,2014-01-18 18:08:01,"POLYGON ((24.873 36.07375, 24.883 36.07375, 24.883 36.07815, 24.873 36.07815, 24.873 36.07375))"
7108,2014-01-06 07:34:00,Hallowed Grounds,12,2014-01-06 07:11:16,2014-01-06 07:44:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-06 07:36:00,Hallowed Grounds,12,2014-01-06 07:11:16,2014-01-06 07:44:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-07 07:35:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-07 07:37:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-07 07:41:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-07 07:46:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-07 07:47:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-07 07:48:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-07 07:50:00,Hallowed Grounds,12,2014-01-07 07:14:16,2014-01-07 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-08 07:39:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-08 07:39:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-08 07:39:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-08 07:40:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-08 07:43:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-08 07:47:00,Hallowed Grounds,12,2014-01-08 07:16:16,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-08 21:00:00,General Grocer,12,2014-01-08 19:33:01,2014-01-08 21:04:01,"POLYGON ((24.856 36.05875, 24.861 36.05875, 24.861 36.064, 24.856 36.064, 24.856 36.05875))"
1310,2014-01-09 07:37:00,Hallowed Grounds,12,2014-01-09 07:10:16,2014-01-09 07:51:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-09 07:42:00,Hallowed Grounds,12,2014-01-09 07:10:16,2014-01-09 07:51:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-09 07:46:00,Hallowed Grounds,12,2014-01-09 07:10:16,2014-01-09 07:51:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-09 07:50:00,Hallowed Grounds,12,2014-01-09 07:10:16,2014-01-09 07:51:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-09 07:51:00,Hallowed Grounds,12,2014-01-09 07:10:16,2014-01-09 07:51:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-10 07:41:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-10 07:41:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-10 07:41:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-10 07:45:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2681,2014-01-10 07:46:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-10 07:49:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-10 07:50:00,Hallowed Grounds,12,2014-01-10 07:35:16,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-13 07:54:00,Hallowed Grounds,12,2014-01-13 07:45:16,2014-01-13 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
6691,2014-01-13 07:57:00,Hallowed Grounds,12,2014-01-13 07:45:16,2014-01-13 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-14 07:35:00,Hallowed Grounds,12,2014-01-14 07:21:16,2014-01-14 07:50:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-14 07:42:00,Hallowed Grounds,12,2014-01-14 07:21:16,2014-01-14 07:50:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
